Row,ID
">MT263434 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW354/2020| complete genome
",ID-106
">MT253710 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-91/2020| complete genome
",ID-167
">MT188339 |Severe acute respiratory syndrome coronavirus 2 isolate USA/MN3-MDH3/2020| complete genome
",ID-196
">MT293181 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USAWA-UW416/2020| complete genome
",ID-36
">MT293163 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USAUNKNOWN-UW398/2020| complete genome
",ID-32
">MT263408 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW328/2020| complete genome
",ID-101
">MT262908 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH17/2020| complete genome
",ID-70
">MT276325 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA_5030/2020| complete genome
",ID-58
">MT262897 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH3/2020| complete genome
",ID-78
">MT293183 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USAWA-UW418/2020| complete genome
",ID-2
">MT233526 |Severe acute respiratory syndrome coronavirus 2 strain FDAARGOS_983 isolate 2019-nCoV/USA-WA1/2020| complete genome
",ID-180
">MT263463 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW384/2020| complete genome
",ID-107
">MT159710 |Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-9/2020| complete genome
",ID-211
">MT259252 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW260/2020| complete genome
",ID-124
">MT159714 |Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-16/2020| complete genome
",ID-223
">MT044257 |Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-IL2/2020| complete genome
",ID-249
">MT263437 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW357/2020| complete genome
",ID-90
">MT184910 |Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-23/2020| complete genome
",ID-200
">MT293190 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USAWA-UW425/2020| complete genome
",ID-5
">MT135044 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/235/2020| complete genome
",ID-234
">MT163719 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA7-UW4/2020| complete genome
",ID-205
">MT184908 |Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-21/2020| complete genome
",ID-198
">MT259256 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW264/2020| complete genome
",ID-132
">MT251974 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW238/2020| complete genome
",ID-160
">MT019531 |Severe acute respiratory syndrome coronavirus 2 isolate BetaCoV/Wuhan/IPBCAMS-WH-03/2019| complete genome
",ID-261
">MT263394 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW313/2020| complete genome
",ID-65
">MT019532 |Severe acute respiratory syndrome coronavirus 2 isolate BetaCoV/Wuhan/IPBCAMS-WH-04/2019| complete genome
",ID-262
">MT226610 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/KMS1/2020| complete genome
",ID-190
">MT276324 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA_2602/2020| complete genome
",ID-56
">MT259235 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW243/2020| complete genome
",ID-130
">MT258377 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CZB-RR057-005/2020| complete genome
",ID-123
">MT027064 |Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA5/2020| complete genome
",ID-257
">MT159708 |Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-11/2020| complete genome
",ID-222
">MT276327 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/GA_2742/2020| complete genome
",ID-51
">MT293201 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USAWA-UW437/2020| complete genome
",ID-20
">MT263406 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW326/2020| complete genome
",ID-96
">MT293209 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USAWA-UW446/2020| complete genome
",ID-10
">MT259266 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW274/2020| complete genome
",ID-135
">MT123290 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/IQTC01/2020| complete genome
",ID-236
">MT106054 |Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-TX1/2020| complete genome
",ID-243
">MT276598 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ISR/ISR_IT0320/2020| complete genome
",ID-57
">MT293176 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USACT-UW411/2020| complete genome
",ID-35
">MT253703 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-551/2020| complete genome
",ID-155
">MT027062 |Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA3/2020| complete genome
",ID-258
">MT159715 |Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-17/2020| complete genome
",ID-212
">MT159722 |Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-6/2020| complete genome
",ID-210
">MT246471 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW214/2020| complete genome
",ID-170
">MT039888 |Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-MA1/2020| complete genome
",ID-255
">MT291827 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-WH02/2019| complete genome
",ID-46
">MT019530 |Severe acute respiratory syndrome coronavirus 2 isolate BetaCoV/Wuhan/IPBCAMS-WH-02/2019| complete genome
",ID-263
">MT159720 |Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-4/2020| complete genome
",ID-218
">MN988668 |Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV WHU01| complete genome
",ID-276
">MT263399 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW319/2020| complete genome
",ID-89
">MT163718 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA6-UW3/2020| complete genome
",ID-208
">MT291834 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-BJ04/2020| complete genome
",ID-42
">MT258378 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CZB-RR057-006/2020| complete genome
",ID-128
">MT262910 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH19/2020| complete genome
",ID-79
">MT233523 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ESP/Valencia8/2020| complete genome
",ID-189
">MT259253 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW261/2020| complete genome
",ID-118
">MT259244 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW252/2020| complete genome
",ID-142
">MN994467 |Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA1/2020| complete genome
",ID-273
">MT118835 |Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA9/2020| complete genome
",ID-240
">MT293219 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USAWA-UW457/2020| complete genome
",ID-23
">MN996527 |Severe acute respiratory syndrome coronavirus 2 isolate WIV02| complete genome
",ID-267
">MT291835 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Wuhan_IME-BJ05/2020| complete genome
",ID-43
">MT259263 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW271/2020| complete genome
",ID-125
">MT262909 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH18/2020| complete genome
",ID-77
">MN988669 |Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV WHU02| complete genome
",ID-272
">MN997409 |Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-AZ1/2020| complete genome
",ID-275
">MT293212 |Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USAWA-UW449/2020| complete genome
",ID-28
